para_indx,g,k,n,lambda_pos,lambda_neg,thrs_A2toA1,thrs_B1toA1,thrs_A1toA2,thrs_B2toA2,thrs_A1toB1,thrs_B2toB1,thrs_A2toB2,thrs_B1toB2
182,88.59381448,0.0103004,4,13.1221361,0.022117936,44.66263812,50.77298483,87.58157397,35.38872943,1.730846248,14.9422193,25.24914864,70.81722796
183,48.87431944,0.022399459,2,71.34399374,0.01144793,40.7081578,47.93228408,26.87389386,39.96359049,14.37186525,76.95427726,26.5964882,48.16954954
184,16.2063575,0.022797203,3,61.81754091,0.017660398,53.83194467,12.81501915,20.526989,12.63361924,16.80793331,7.420313149,55.78474022,61.76301498
185,13.61887283,0.025722848,4,9.949347756,0.017904797,92.66621759,92.33490204,64.00759423,78.78745333,46.82081564,28.24640443,22.10795134,6.282415432
186,60.14939516,0.010496565,5,78.67572303,0.042129915,5.74936888,53.12783677,72.73557065,18.68401414,42.08272141,89.60721215,85.20986044,33.47377485
187,32.76543739,0.039001081,6,91.56333846,0.011087908,28.47486901,45.05301948,5.839466407,59.96121006,53.88606025,73.13016709,17.73888071,73.45247497
188,50.90012664,0.02594236,4,74.87897382,0.127860161,26.73224723,14.54634253,46.8499262,15.91506379,61.78780913,29.25416056,47.26182693,62.52922866
189,98.9870973,0.045785737,1,81.97873859,0.014964755,40.80558815,52.23985867,56.89435169,74.24858443,70.12310943,32.39433941,83.40436121,86.32311306
190,65.12404593,0.021766381,5,72.10504409,0.01128488,0.963686339,2.494037004,81.45253908,1.229529468,7.38346432,25.7824649,31.20068777,86.33824809
191,17.07474033,0.039386471,3,12.44441526,0.019173963,32.74800743,27.99807822,4.138412405,80.42025786,21.3553138,7.462435628,38.82407996,91.10550057
192,67.28936736,0.038767386,2,58.68786887,0.044290042,35.94530115,29.92770164,1.419654396,86.06291215,71.95316135,47.56278877,50.42890246,52.25727899
193,41.1411217,0.480379665,1,16.90121692,0.01157508,8.239074508,32.50553123,74.98009629,39.96219176,19.57519862,3.516070708,92.62194566,70.21443141
194,88.50874772,0.01080131,4,92.74591751,0.070406174,11.2137311,74.76022355,65.11589901,39.26552285,51.30296682,59.97382457,34.64579549,20.20675491
195,89.56565209,0.032026575,5,43.33729855,0.018146666,56.85560256,55.85982128,41.21995291,36.56144463,67.58983407,20.0653505,2.174374265,45.15566009
196,22.17877022,0.085467374,4,49.85721856,0.039592502,41.07937923,3.007967535,62.91666091,79.42708211,62.33332876,57.1925816,28.77816926,4.026391419
197,32.91150698,0.0167886,6,4.627661739,0.015770505,40.08937419,55.3853897,8.200085324,27.72550523,10.3722133,46.10676681,78.96543492,21.37773027
198,93.74885533,0.012058601,1,62.6296004,0.020597112,5.087414466,72.78108958,5.085527765,15.85760311,40.76021863,24.30683228,51.22813885,34.05095675
199,19.99966407,0.020259622,4,33.08781073,0.104447667,29.92775966,23.66617973,66.13324168,50.15389023,94.34075852,30.55862617,73.92574588,26.24570446
200,15.06257671,0.033191792,3,47.2007113,0.010913476,15.04800097,19.56272277,1.865765707,2.77025547,70.20367498,84.1569935,54.74847613,23.40292363
201,17.78393786,0.542467075,1,78.99272215,0.011152213,9.886560825,87.57291792,69.85329354,44.20131024,10.43467222,58.05902649,60.64005454,28.50571803
202,26.59516959,0.027250906,3,36.70764279,0.022352929,10.3232003,83.81326871,32.21578447,72.12880515,28.39643356,36.16267105,9.766055066,46.78678555
203,62.86161191,0.0245108,3,5.489328324,0.083803721,23.98503526,62.45337865,36.03441348,86.97242759,58.27726816,88.03140912,46.91950275,29.5698809
204,79.98889235,0.043406197,2,53.08885997,0.032819452,1.315735494,79.80790931,45.19852094,13.76352637,49.14268312,85.49576208,71.96109402,83.85842691
205,44.03547433,0.013766403,6,18.31647181,0.051530073,32.47727571,38.97943227,32.29953631,14.59982607,32.05139612,34.27732179,60.48891121,2.187718922
206,59.01387426,0.016854072,3,96.33332299,0.010290685,86.50267981,54.91026703,33.88259622,38.16006396,51.46250639,36.6951672,69.19460595,87.75784086
207,59.7908808,0.062110433,5,95.36301549,0.094160934,78.90467177,65.45690166,17.46325406,27.04067075,6.645557647,21.9443258,71.68483951,60.73320673
208,27.19834284,0.04088697,1,17.79789976,0.013894029,44.61659568,4.046067982,22.75291746,36.58653638,94.71423111,49.55168769,5.967507275,17.22023086
209,9.305057845,0.015137137,3,18.27394662,0.015006302,8.014848571,21.46998667,64.01328288,58.84289368,77.59633114,10.68405374,83.75692563,91.11668479
210,71.1021571,0.011544891,3,38.65838326,0.015188176,37.11216093,68.2560662,22.86222436,47.2512634,51.07719385,44.54431677,76.01022137,88.93860694
211,42.5988923,0.012737731,4,82.87825795,0.010697926,55.00363317,63.92195187,30.15894381,78.92570896,37.75576309,14.12628166,42.48475699,37.05302829
212,46.84230355,0.093319528,1,10.30749901,0.010032625,70.09693304,18.82477692,91.54229881,72.45207067,40.4485927,3.96320281,85.08235737,6.614345358
213,2.24895773,0.093607367,1,61.0905607,0.051559209,42.34915851,33.738481,23.92676681,6.880929546,18.17372473,6.42803219,10.67789605,2.403851315
214,92.14271242,0.100458504,5,83.29886847,0.045109458,79.10864945,92.09567844,49.65176003,32.59306479,51.73953393,68.52373215,52.97569726,76.89659949
215,62.01486065,0.014199444,6,70.52173829,0.011156637,68.29097255,93.15532949,22.53209444,82.11151435,11.55642363,32.29482386,28.20053628,6.563492944
216,26.31685244,0.0106696,2,44.40674082,0.065265753,22.23104367,84.5037743,63.12014174,77.61075952,8.242075091,20.221322,33.82593722,34.89192106
217,63.74174014,0.363443089,6,49.85035856,0.022357196,66.30355549,87.70832013,84.14857098,10.28189794,55.69443434,63.35322044,15.72606903,38.80431406
218,10.8458008,0.010563663,5,53.04956195,0.010110126,1.14994087,73.38963077,71.06761336,72.52588842,75.94721016,13.06047933,87.46325755,57.29367564
219,79.68679005,0.01012766,3,41.96306701,0.031108351,88.66675593,12.74657498,18.46626024,27.72002685,30.64170409,87.16668102,56.52413617,14.0888244
220,68.48842427,0.022894641,5,20.71464512,0.051612081,77.45395543,54.49432674,61.17725694,91.73120645,9.431704784,16.15957064,58.48836493,82.12825487
221,2.587462135,0.075840353,4,10.15353323,0.030702089,84.36691291,15.3927725,40.26587097,37.71345145,69.9360616,86.75004131,62.75123298,21.5495996
222,7.928866042,0.033693312,6,40.28817656,0.010471654,20.74451676,24.47315881,75.67803399,76.2251807,85.22000846,14.43688111,78.82181177,79.24080124
223,35.71589395,0.030111526,1,48.37731874,0.018061341,50.07449808,10.71589202,11.91402839,81.58863156,78.19329087,36.14825227,52.00951314,23.33239351
224,16.93418947,0.013385201,1,3.247396053,0.016045038,45.36135636,9.935811379,37.25781574,46.95365564,57.89979059,12.67040362,44.14506762,74.25247897
225,78.77558642,0.063895456,6,43.92613924,0.049950461,34.28052162,79.59609645,18.11895036,38.3858863,50.08088708,58.46663899,74.37799942,36.2022688
226,77.92539649,0.020114736,2,22.00678952,0.02614737,3.453841049,55.54385473,77.3257342,77.99113891,78.19578137,73.26530069,4.490304998,78.65955603
227,39.18344045,0.017069407,3,4.072397118,0.033461991,59.00787242,16.91837636,87.61239646,59.63037872,27.10926486,23.70008969,62.41145713,25.80472242
228,31.71116042,0.011175196,6,56.71548676,0.017405031,24.18902843,41.92561972,4.5496102,82.65298163,73.87297367,94.97579473,87.02164865,87.94366232
229,57.33059251,0.034762229,3,45.5944783,0.015854301,89.87569791,20.07589122,16.4457747,43.61213874,7.433265574,91.08682159,3.808578766,17.69462108
230,39.90985409,0.012568768,2,9.48423088,0.013352944,86.96152246,67.5007553,40.83499045,6.37551175,55.8842854,43.8668221,71.20468136,18.22408491
231,30.35341202,0.027074195,1,78.82129045,0.013051048,38.42713964,6.092117872,37.00385019,4.684403426,8.118274145,59.02113396,20.62755152,16.2902123
232,72.32340557,0.011281647,6,85.96928103,0.018489523,60.89364501,10.08262774,17.16588006,77.46012753,64.93658667,42.58590747,73.55674232,38.46510516
233,53.63995405,0.011383986,4,98.88185885,0.368304919,92.42917931,87.54221968,49.15245293,21.72383332,52.89206026,46.28491132,2.284546295,63.86974188
234,31.16389683,0.011495955,2,27.54687868,0.040648988,38.06562472,45.38715618,11.96964774,70.36992314,69.43674068,77.21656994,3.855140767,62.82681054
235,7.399539668,0.035742593,4,5.489328324,0.01778157,26.13471686,66.84611598,43.2182212,19.80839571,74.6619448,34.30559137,68.55174211,29.39604908
236,7.890139315,0.010864826,2,93.7237286,0.017325744,71.9536161,69.37068952,59.86267696,86.03119222,2.817137298,6.145183504,35.75946437,3.510052931
237,9.120848445,0.140521366,2,47.29873097,0.012492685,43.22875687,88.52251982,16.13972724,13.48109739,34.86353691,37.82354524,61.08028537,19.71387758
238,53.75943329,0.011689698,2,19.50120733,0.165282333,60.1600403,79.03322281,11.23409858,20.93701852,90.05010312,64.65200543,61.47454324,47.18784896
239,42.35333564,0.258556565,1,87.07307105,0.011561528,8.379808989,58.25873234,13.39481724,41.26368051,71.07203634,56.64745589,20.27190975,59.43474248
240,8.196193429,0.061150071,1,63.67702546,0.014881743,74.61392735,23.08180609,60.31326353,17.6564869,54.73678514,5.402733722,23.99325534,3.377586238
241,68.78765193,0.189966237,1,53.45214871,0.026393997,88.64158135,12.28644814,19.51861886,18.57699628,41.84387758,89.35804024,83.17655825,15.93160849
242,66.1694288,0.013187665,2,32.30197698,0.05993164,73.96614079,57.50407483,37.89709128,46.85633737,93.10743249,22.38273862,61.20894524,14.20112668
243,60.56697595,0.018056541,5,13.70596852,0.033668557,19.95079037,90.94125144,36.59368464,86.20163954,37.43720442,12.53202956,63.40780568,30.10483459
244,80.37245406,0.015555157,6,96.94517676,0.062314258,13.57229795,39.53218146,39.53883558,89.79066572,35.11091915,8.073326923,32.58593658,65.17239995
245,75.53505775,0.066096532,6,43.18874022,0.014202484,31.58549067,1.796722114,72.36079072,87.16202783,70.37073068,3.79527592,49.65301564,56.64464102
246,22.22175341,0.016933456,2,94.40998626,0.154105189,62.05320351,76.72582845,59.64074465,59.57369311,76.74282411,37.71458832,61.75803329,87.48963076
247,27.06772368,0.015019952,1,24.04570351,0.023480202,81.80067715,4.421041709,56.88350136,91.35708669,72.8439201,57.70082926,69.72470855,34.33877283
248,71.35999649,0.181574783,3,64.2452723,0.014034211,27.01962867,88.79078943,87.72743504,43.77214302,17.08321372,48.08962075,15.3625003,5.683652949
249,47.40477915,0.014502462,4,26.86732848,0.228454254,30.61821839,71.67450643,21.28933553,71.76740133,91.70363762,45.19927266,73.07889372,32.647943
250,15.56612652,0.016521046,2,68.97830696,0.014267386,15.74903151,16.01924166,92.41366498,58.14981509,84.17683121,50.81948674,75.68334105,66.67875797
251,29.2081906,0.013436896,5,77.6375096,0.033558331,67.02287405,90.32115727,17.80858051,74.34436666,5.217150542,53.60717482,16.23489998,7.376573204
252,14.46844242,0.023252476,5,18.05931462,0.119183623,47.03326892,54.09799317,72.34171369,4.176088088,90.01127864,80.98327768,54.69261568,34.43431806
253,32.79257337,0.146974303,5,45.44612149,0.064738652,82.08795532,47.37352106,2.669715785,15.79036664,39.57676791,84.91615457,69.75327284,6.178100429
254,13.53754163,0.214644994,6,64.05227028,0.0109691,33.75706298,7.29304468,63.29593268,38.44535829,23.1637862,3.028660533,24.16662781,29.67129103
255,15.31965986,0.067863684,4,72.7857836,0.026869618,4.084816,4.36590225,63.86652946,61.2808716,28.35905664,14.49282448,33.94638576,58.92796048
256,45.71276988,0.037112808,4,63.84278214,0.02787964,27.76639123,79.65684566,50.08960915,38.93574358,88.58628527,58.89426474,61.65732457,69.9453987
257,24.57003792,0.855484966,2,37.31897516,0.034831777,83.19375503,70.98556059,65.44170426,86.89903887,3.215766462,22.67366764,37.22342604,71.91573987
258,25.53677134,0.021347076,6,49.6166841,0.016911744,38.77197383,80.48250255,57.2934212,66.36371026,85.76706311,38.97658497,48.13835254,32.47423603
259,29.26457144,0.011969997,1,92.3066968,0.038286313,23.06020196,30.52713213,53.3672836,24.67903422,92.66346733,68.93377723,8.179652164,75.13874144
260,76.77402217,0.011221772,2,81.99332355,0.074113374,35.5893031,31.90772828,81.33462788,80.14014578,7.306802981,84.17248017,91.41088912,30.64656679
261,43.3519356,0.016009658,6,40.6897087,0.018100634,14.48608999,77.95858236,72.31578955,20.1144768,89.77647713,13.926029,6.93527427,33.60491637
262,28.78219219,0.012263706,1,91.07108399,0.010007243,77.83997075,64.03077412,75.14153245,24.01616797,61.62688789,21.73939642,39.7819999,67.6797419
263,49.66048066,0.064409902,6,21.79400103,0.081441651,46.0941928,18.2588037,2.131111911,4.241875284,85.37714997,26.88797509,53.04104727,76.53247731
264,60.96969861,0.013406859,6,43.05877668,0.012082562,35.08564226,42.393219,37.91575656,59.13732048,33.73815053,66.07383059,85.57577082,19.64885933
265,99.92729979,0.01216106,4,82.06734573,0.013894204,43.04750117,48.81696364,83.04966785,86.74998242,22.77503059,74.68700321,3.66501951,14.31178975
266,71.90956662,0.02989523,3,71.86828701,0.022347996,57.3158292,19.48624778,81.69392378,18.76784962,89.66658433,64.37910106,83.12118294,74.14896855
267,2.198184263,0.022675322,4,39.81141363,0.030034032,18.4315581,36.74795825,24.73526263,12.29584076,13.42473259,84.05855543,60.24829303,4.797208497
268,37.68550511,0.016507281,6,60.04889703,0.021672521,89.43515132,71.25146381,57.69568817,32.89659007,85.98964002,56.17082919,22.01027365,67.77127063
269,21.63191768,0.698636264,5,68.72186931,0.010582714,36.2247659,76.30909919,60.65877341,26.85304958,50.28331605,23.47113202,54.98789394,7.914456843
270,28.32712563,0.03975873,6,35.35760859,0.01839606,45.24983809,13.3801772,89.17294059,26.77660547,72.19466185,92.00059551,72.92387759,17.10692901
271,99.69717736,0.010877242,2,58.39122387,0.020319979,87.8704621,7.103722916,14.22190479,21.9953955,93.46669052,61.22315497,67.29257489,17.54263276
272,4.954679132,0.391165991,3,74.31863661,0.010960736,42.10425265,86.21655491,64.031201,69.49980696,80.32600334,49.04132822,20.08874729,75.28696302
273,31.38948563,0.023226317,4,72.70647824,0.012367712,29.97649473,19.63150203,15.72099588,76.20229003,71.18548479,15.25036716,52.39781653,34.58797953
274,75.79258217,0.013618495,4,44.70742818,0.023004927,43.89331432,77.5773148,80.79780549,51.85296944,22.90567322,62.41064151,17.34676023,20.36190871
275,12.51173365,0.025176012,2,5.54146192,0.012723349,1.920861588,89.60241461,52.87985275,62.80649911,57.57714843,31.77978861,15.3329136,29.67512782
276,56.01753991,0.010161993,1,37.23135497,0.017537668,1.632418616,4.129180779,44.6080422,34.05269278,49.98454485,1.08944587,45.74664481,64.9002101
277,52.63533841,0.018505698,3,49.79100311,0.011473094,49.14232877,80.41938446,19.68150913,31.11682774,51.48879159,65.57350473,35.62273483,56.26499784
278,24.72843857,0.012161349,2,43.91513142,0.01956494,2.164358026,89.14649952,18.77513434,90.56203537,22.33809895,71.58344108,59.69999457,69.75621942
279,47.31584164,0.104739699,5,19.84335585,0.011332205,77.74820104,27.20802822,36.34272767,9.566167053,82.04799929,76.77656575,67.47059377,22.3294717
280,88.9599984,0.02260961,4,59.5292136,0.069245329,39.68265005,73.26867731,78.04541121,15.42265758,12.31854959,64.26448814,78.15305634,12.79990179
281,11.66647882,0.012059759,1,36.67280191,0.013627809,75.7233878,4.057529857,58.54875545,47.91330036,12.70154192,2.21394266,27.99312402,69.00792958
282,88.8241898,0.010382427,5,3.541102465,0.01006821,25.3171125,10.55896807,73.82435189,20.15669221,80.79034705,16.31021686,63.238933,8.85886275
283,91.41995102,0.019838,2,4.464121133,0.013203093,57.71034153,22.27417129,12.8836478,69.50623546,79.32549614,88.22614174,23.21722678,51.87871969
284,72.59172949,0.346522852,1,49.67612889,0.022212812,55.03170036,42.51938845,7.592325409,7.116075017,23.56338094,40.11961411,90.95571597,36.593849
285,17.93948313,0.025882091,1,41.18908745,0.055409459,25.71191977,15.50793411,22.69093096,38.45963253,70.46188662,46.433723,48.36908436,26.53928739
286,44.77367405,0.308934147,6,9.773708144,0.010689601,5.304804887,80.68360167,86.74532723,53.57648409,30.85906488,60.42258695,72.2193969,18.05831142
287,5.901783851,0.012079127,5,67.88566316,0.015664797,37.02752506,58.77115879,10.22707195,4.029729878,77.42684862,90.51982933,60.78294823,77.40336876
288,23.7687816,0.181935038,1,26.14039679,0.020890796,41.97737973,34.90560479,55.9233296,76.17611375,34.80097298,87.42671473,54.61453608,54.42125775
289,18.19036943,0.015082849,1,15.0738333,0.012287464,52.31212518,4.586911966,4.334837597,36.66792077,56.45021126,8.101496625,13.12470127,92.7796203
290,64.13421824,0.025585089,6,76.64140474,0.073839815,77.64476128,4.592985187,79.9282394,20.1714107,88.53234435,11.19134576,57.56341037,81.72598162
291,54.72638795,0.012549889,2,75.13365032,0.033003814,34.84868464,56.26019184,80.87581754,41.28285645,1.76876025,41.46735014,67.00726475,36.07608002
292,44.84223989,0.013294089,3,79.28074487,0.268164953,87.46865065,19.66631337,67.41452089,59.09383819,8.271586782,61.48978781,62.42649067,4.300774684
293,12.26094234,0.013445824,3,78.9442687,0.177320676,23.67655138,39.70346705,68.50510047,59.92405704,91.39883394,48.50537102,11.42739876,13.48823197
294,36.47186025,0.017087069,2,91.07051135,0.020608017,67.56500773,4.065906117,79.00633036,3.666266673,19.73562737,46.75838298,46.50924288,62.31577863
295,27.49713072,0.010172294,1,40.86180683,0.010104036,40.25580438,47.18081438,44.96410639,31.74005829,91.3184246,57.92022527,36.80052992,86.31167926
296,17.42808205,0.069468025,6,72.10504409,0.131697616,63.50175343,23.00758046,64.88397258,41.3771499,65.94735314,3.989450573,35.2411139,90.04430856
297,52.40504686,0.022076931,1,93.55304882,0.034622033,2.617193611,53.60188471,35.99508067,87.82278953,42.75554842,60.1704806,44.42882217,15.62577125
298,6.885292434,0.029811537,4,77.66373019,0.012404978,59.75052189,25.39496348,42.89859328,59.95194351,75.92075781,88.53582304,34.85744097,34.0691992
299,87.20259989,0.011864437,3,33.43122814,0.010494146,24.99416122,20.44870246,16.98594157,25.8522899,57.93199274,85.47440907,36.12042038,67.12802563
300,55.55195636,0.026405783,1,91.68814629,0.030913934,59.34674241,26.83897726,36.94558921,56.4374615,63.41048445,93.11576097,65.31525124,38.00882107
301,92.0727685,0.017972468,3,51.24764901,0.251920879,82.55845425,66.1077496,24.82528366,45.46838941,32.91886738,35.84532377,76.31308477,92.7166853
302,71.42202462,0.025136555,5,85.91411919,0.012812828,14.11930126,77.94105322,55.72995393,66.59694451,67.62887057,90.0081105,46.32806079,7.907570825
303,44.72225528,0.010440492,4,82.29857863,0.073961891,87.34453401,20.26699899,14.93636404,54.66935408,14.88798231,92.0671478,35.38117185,57.57450372
304,59.38742181,0.028457336,2,49.5189471,0.013791354,49.92167637,16.80182522,91.35655738,73.04410641,64.05862576,53.33282461,33.66368727,47.69818531
305,13.22073506,0.019320869,1,26.74028019,0.014518785,17.7543648,86.65066997,54.34574223,44.69646862,85.23278083,89.09614669,12.35721215,42.98064314
306,64.25043189,0.241220643,2,69.85285826,0.014109926,54.50354644,41.00882572,86.47912309,3.842918921,30.7030209,48.06106494,45.14317566,49.98620645
307,27.34531715,0.010903387,6,96.08736877,0.010004912,67.77410268,55.62783379,86.93763427,61.93693545,76.36069155,46.90521396,18.96420294,19.76050187
308,85.17113477,0.010177956,4,24.66773048,0.017567149,31.32298823,82.36474954,22.5960499,11.45873796,37.69274543,15.00020166,17.15328224,73.91075128
309,31.55663165,0.011264369,3,37.79839842,0.020487742,57.0729637,56.00535388,48.35464227,63.26473469,93.8364532,75.61430991,29.90774827,31.4415323
310,16.14608597,0.020772488,1,8.71641044,0.201791718,28.02744393,53.22362851,46.37927302,60.13848245,79.80317886,48.85208751,20.07179492,90.5768992
311,23.08826994,0.04978489,1,89.59815049,0.010027915,45.42514405,16.67232237,75.09793612,38.26262703,50.39848236,81.17724267,71.03767465,30.19797535
312,83.95244917,0.014665159,3,54.76835315,0.014895932,8.554834438,17.82972523,52.47689538,30.598584,1.726482538,45.80368878,36.92349188,54.48280117
313,30.10721963,0.032426506,5,35.83313131,0.010096834,81.42120936,72.14653499,23.27568865,74.89131618,75.73671953,86.83456399,16.39246745,64.53590116
314,68.65681946,0.356541025,6,74.78127175,0.021776027,33.58960887,41.12766726,21.19127775,71.38023987,72.97688391,17.78466941,83.58726153,27.03395125
315,13.47249307,0.015911124,2,1.627677951,0.023945022,24.46015603,21.88092375,74.08521693,56.63078749,65.64492003,89.71063461,74.46791616,84.68253813
316,65.11115871,0.022687767,5,13.25006679,0.010046607,50.65715404,77.12114446,80.85597842,72.61487492,55.21428326,37.72102754,88.44940616,67.86305823
317,39.23988284,0.013091362,4,81.65097456,0.083570137,9.114058185,62.83142878,2.163262169,22.65745928,50.4107346,49.76565278,75.95210196,72.57123467
318,29.83137714,0.051031,4,40.16726572,0.011538911,72.71631979,44.61884019,92.9721626,1.14780028,14.84355188,4.208146095,52.30130137,57.93646047
319,95.35276321,0.016339522,4,33.29556311,0.038346795,23.0074798,68.73530737,44.85319727,47.14174915,45.07811685,25.30915711,26.48350429,84.85505657
320,13.49262254,0.032800229,2,83.88401844,0.019875888,33.95028367,58.13090748,56.0891175,64.74400233,31.82680491,25.16877385,75.01107101,27.24867488
321,36.98503527,0.064282258,2,68.0410964,0.020981444,1.00873693,9.975299402,79.70494658,61.97422619,55.16551245,56.37887142,33.58738395,92.59507204
322,77.39421097,0.010903414,3,99.82586685,0.501053653,88.30832145,85.7792576,13.49856563,73.49909707,36.42303479,46.96624209,6.114124897,64.78074909
323,62.96755839,0.012288779,5,9.044190787,0.084293766,84.8273468,22.36821355,0.955106002,56.9691449,84.59769298,32.89834559,28.67536079,47.6303078
324,31.16389683,0.062699748,2,82.26255735,0.126310461,24.22244148,33.17365051,62.10128882,89.7844429,90.17212977,16.21410469,77.80121338,57.24003041
325,76.45582175,0.016821659,6,33.55988195,0.026131539,30.96545169,65.1400815,33.88262189,82.93799504,26.3105377,31.74086672,78.57209864,11.77860733
326,37.49579388,0.017264997,3,84.15394129,0.01433063,90.87689494,21.92732863,56.43984452,54.04648537,25.15254652,82.33451665,54.7850383,61.25624721
327,74.83929626,0.010814073,3,78.25879962,0.014442543,21.03348908,66.83476588,84.72996981,13.0062637,37.15819502,9.189621595,32.37982145,22.22583377
328,84.02799112,0.013563573,1,21.1788789,0.01091235,6.993035179,74.72578748,32.57108679,64.21172039,57.37759187,39.62649198,54.3579412,63.28279496
329,41.00421427,0.010520628,6,97.09032129,0.105143818,78.86043822,90.57289459,90.05274556,79.77833694,30.80388475,68.5136946,34.58908616,37.72563478
330,69.25317763,0.070322382,4,44.23781338,0.023552536,35.0514267,74.70078095,44.00758055,52.30888708,63.78127732,27.909136,57.36226064,10.24752647
331,85.31233083,0.011288154,1,88.31258657,0.012833998,90.35935897,54.28754366,40.91763241,47.48808364,11.44340213,10.81492318,16.55369136,56.98372104
332,76.5865948,0.017719958,4,56.28958131,0.014538011,5.046611295,72.98478054,22.55358867,58.10496211,34.52337007,48.0515852,13.01758901,52.33639413
333,24.44965494,0.040532646,1,14.67867259,0.03152036,13.09577843,76.72556074,90.81624568,64.78405293,66.46392634,46.81582679,43.49066362,11.57229972
334,9.704757447,0.023981146,5,7.305586312,0.011506986,78.77599899,48.53551225,33.71934806,60.01592613,45.19717439,2.845969454,15.11366363,29.88909434
335,83.44036696,0.273668959,3,43.58481746,0.015915561,42.7156552,24.56266995,49.46738572,73.07274456,10.29778835,40.90810957,8.544494259,19.8124175
336,21.79471119,0.310920902,5,88.05260375,0.022265783,40.81467091,83.69771614,87.05742302,12.88176888,60.27639632,13.23194024,79.82833088,76.24223697
337,16.56977178,0.014573073,6,99.99203783,0.016154574,18.64948476,65.39905502,40.24304658,19.29361565,12.7341392,13.67752349,58.78799713,53.84506206
338,62.43300905,0.020546076,6,38.89556746,0.011538911,65.49182635,20.0599403,83.12573558,10.72932386,61.75743768,68.82532114,77.08834624,23.6227248
339,17.00756559,0.014575184,3,19.88439052,0.01580487,18.872682,63.26648228,56.64571817,37.27945049,18.91885995,29.56516543,34.34321287,78.42082221
340,42.97640822,0.034932763,4,97.84635578,0.034649483,61.83118463,58.94032124,33.42197521,51.73337564,60.03149511,73.97433865,68.20856615,49.07069272
341,43.12501537,0.023070238,3,46.9176389,0.011025478,77.57415071,84.28944593,64.79066229,7.05578929,71.47754856,4.20119218,84.6651323,55.85658299
342,25.71831033,0.016758653,1,50.17363125,0.013789353,28.58693727,85.89677539,28.59633207,47.37680758,34.54724363,59.75080072,69.8770424,34.72646162
343,32.46724307,0.029417324,4,17.88409431,0.013705145,82.39138708,90.65621688,26.55945559,68.06021681,62.28919559,42.73175949,91.98012086,45.30371651
344,88.64323289,0.022832666,2,61.81292039,0.01364081,21.52433627,52.7718315,76.14165556,45.49740654,43.02959086,63.43756799,21.10100916,93.12473483
345,70.71301111,0.013140539,1,31.24221784,0.014998669,47.04454035,58.49486632,1.508066953,66.39227245,37.24261346,91.28909236,92.96317011,35.01790491
346,63.74174014,0.024479761,6,80.24120529,0.062740648,61.58334564,2.847737822,66.119518,80.14963243,7.698916924,92.89844042,3.569580602,13.20155799
347,3.963529235,0.011895641,3,40.50546059,0.011974711,78.28224003,90.76405599,37.34938856,70.80772757,75.13020733,74.26141729,13.11791418,7.607703178
348,12.32056689,0.193686781,3,55.26001761,0.201389357,12.24446111,57.65708433,24.59107499,87.74425435,62.21036891,32.21910412,70.25092091,19.30247871
349,3.574332556,0.02226523,3,42.86411884,0.044228206,38.96136026,56.26304272,13.8983285,88.45742644,33.15151699,84.06800887,85.12261125,65.3264286
350,76.51299496,0.027635333,5,76.81600794,0.046928595,30.37585861,22.12158627,85.22331024,75.1837013,29.90463835,34.17761688,51.32905141,84.35723235
351,86.9440381,0.011682274,4,3.411848619,0.018925639,71.11719786,37.30260763,63.98811774,77.51179006,40.07418872,70.84556652,51.73947388,62.86964148
352,28.88756311,0.104790825,1,58.83616009,0.024446575,83.7687547,2.545817702,15.6207051,22.72844973,83.09763996,27.44493348,6.500296847,31.71029112
353,32.94235028,0.013521909,1,88.61192029,0.015248401,84.82596208,60.45542986,61.27533692,11.50960813,30.37612353,7.654800295,34.4660437,86.24665679
354,99.86151431,0.031399719,4,9.368726204,0.025558036,12.8587734,12.57374749,18.03161694,56.37154369,26.97748078,5.185515431,62.78619487,32.22663848
355,25.4474613,0.011467208,4,62.8238723,0.02133721,37.72798537,62.51548277,61.22217856,91.11897933,78.66810643,14.82354531,57.32011537,84.06051507
356,45.25919756,0.01367528,6,86.88083821,0.013096044,49.19987808,50.37401617,50.63266406,65.25696774,13.78904893,34.11067283,80.96931439,11.04970945
357,39.24656344,0.033153629,5,85.78871,0.010570631,3.890965403,23.02125773,2.21739329,67.55698053,89.76000839,47.15482337,64.94550223,88.0847853
358,84.54799524,0.010414574,1,95.94035331,0.013506422,9.199860545,28.37145991,80.22476374,24.8047988,48.35583343,53.14664794,22.18855449,19.82657798
359,53.51600112,0.010071867,3,46.58205219,0.014291941,23.54911951,62.6127533,85.10062576,51.32929279,75.15804836,40.79254806,52.54920859,74.41571561
360,71.28746861,0.037704213,3,66.50449474,0.019315876,13.02611331,63.3299467,85.89980168,81.22701328,52.25889694,31.98807037,19.74422358,29.39123425
361,26.80613256,0.011836113,6,95.81732499,0.022351081,2.243881699,17.66110985,37.55349746,84.84505212,75.57386602,22.06915547,63.76811579,60.26405604
362,72.21161592,0.012987659,3,76.05838413,0.012089644,4.715343806,11.2907645,26.67195433,30.75998507,36.96789194,57.6068589,41.02535506,26.26127449
363,84.81049414,0.018178357,3,42.15011249,0.037511621,66.26581436,32.854967,28.89242547,48.97891908,32.48379716,68.76570929,51.79785172,76.17160523
364,3.895911113,0.030717987,3,17.57432328,0.036738577,18.63782008,46.68093952,3.001453228,59.20844243,30.45246912,73.38996169,60.80262674,6.885982386
