para_indx,g,k,n,lambda_pos,lambda_neg,thrs_A2toA1,thrs_B1toA1,thrs_B2toA1,thrs_A1toA2,thrs_B1toA2,thrs_B2toA2,thrs_A1toB1,thrs_A2toB1,thrs_B2toB1,thrs_A1toB2,thrs_A2toB2,thrs_B1toB2
232,99.35417796,0.016833137,4,18.92478808,0.016075948,0.470039617,0.827619044,1.519755372,1.75293311,1.807116981,0.365376641,1.147252662,0.744379038,0.661564806,0.040762745,0.20778367,0.499077479
233,36.94614807,0.019887472,4,74.534675,0.015281647,1.362154751,1.535525986,0.951134167,0.097953159,1.441033099,0.043391016,1.850004925,0.71829761,1.578834797,1.388201802,0.925386973,1.425515811
234,44.16430607,0.021997155,5,29.352368,0.021324602,0.113265031,0.248260609,0.104908494,0.282229555,0.792397632,1.47030829,0.117615252,1.861002366,0.735287123,0.068787571,1.107750043,0.342735061
235,18.89181453,0.036177568,3,94.47550899,0.031718072,0.317988115,1.386553384,0.37614737,0.551366685,0.423291379,1.882204893,0.4692301,0.469739616,1.954782168,0.791031379,0.929586442,1.765938351
236,75.06069385,0.17885364,5,23.2833596,0.078131193,0.478329172,1.754502497,1.416212602,1.594809941,0.57220328,1.954134746,1.89094237,1.800160771,1.797852763,1.410224899,0.784366083,0.221697659
237,88.41227796,0.018996585,1,99.02872078,0.016128674,1.307374781,1.170182073,0.22295747,0.2548459,1.288395235,2.004932991,0.471469575,1.168684308,1.883366998,0.413500635,0.664554989,0.483344772
238,25.72483619,0.030628249,3,55.21998228,0.010522809,1.39331334,1.451329331,0.340710626,1.068323335,1.3157653,1.709039988,0.606756287,1.034183092,0.142142732,0.961914527,0.630580095,0.233880302
239,60.98248462,0.023565151,3,58.40241337,0.04480784,1.578729257,0.211398692,1.677939246,0.427662032,1.467598564,0.851554381,1.498706172,0.454561977,0.82961984,1.89582324,0.542558728,0.993956845
240,35.71155765,0.017013342,6,38.37805541,0.025594899,1.482937387,1.820307204,1.659627147,0.36896786,1.879639865,1.922775328,0.573108456,0.855021731,0.468064455,0.995469993,0.144951625,0.477576671
241,48.51185951,0.022014562,1,25.57012576,0.012180415,0.669125788,0.109974626,0.102521836,0.080277744,0.743727637,0.612922804,0.526433096,1.37184602,0.469279118,1.456457964,1.260693562,1.031810899
242,24.82752781,0.011151683,3,11.84412626,0.574030971,1.232790017,0.05848691,0.061750404,0.985516538,1.643220653,0.654566605,0.790100857,1.012998215,0.033542808,1.484097208,0.183380801,0.220364611
243,16.68513369,0.019470225,1,12.57219295,0.010419669,0.757735316,1.569360164,1.486450017,1.643460976,0.864330743,0.877083272,0.533127094,0.035669667,1.754316819,1.28694692,0.436150432,1.376270578
244,66.73790283,0.016718723,4,71.50865015,0.015703501,0.114125233,0.814992853,1.805100083,1.432799143,1.091186141,1.869719019,0.83685488,1.529974981,1.130772433,1.718050134,0.406337954,0.381030189
245,61.55742696,0.010383796,4,70.36954851,0.031922077,0.034103508,1.110807079,1.09512832,1.887660302,0.531971017,1.778687608,1.697454383,1.705866842,1.018042346,0.045067069,0.306387939,0.718918572
246,75.79918924,0.012425891,3,92.55357997,0.017472577,1.173071198,0.494685685,0.18959165,1.813179518,1.146355414,1.181940335,1.027780812,1.856341556,0.924891595,1.381185293,1.704816124,0.079619548
247,38.6828219,0.016386446,3,34.5319459,0.072324454,0.71678696,1.671660589,1.669982054,1.159357197,0.626572866,1.211097231,0.041606993,0.297641143,1.946747929,1.371649651,1.429284872,0.412714343
248,12.69077008,0.010671512,6,18.51554779,0.06798323,1.105145173,1.734946137,1.495734753,0.890344151,1.377153092,1.158471013,1.325127803,0.423934102,0.06707699,0.631844094,1.493830947,0.085059097
249,61.67917462,0.01381261,1,49.04437248,0.110217829,1.693107014,1.462135272,1.706537506,0.277424872,1.040038412,1.150298341,1.042582035,1.613547994,0.053125242,1.296623658,0.864100999,0.655799593
250,75.4343206,0.020490943,5,78.36736037,0.017504025,1.58027392,0.888407143,0.826483432,1.224272412,1.810564502,1.630018755,1.90978011,1.388415304,1.115583119,1.184260415,1.579267907,1.580677608
251,25.9357529,0.01091867,1,10.2526376,0.034297928,1.030909714,1.502081123,0.027849957,2.013443422,0.730594464,0.106775733,1.675527354,1.067584526,1.00623015,0.768157173,0.484246366,1.189782659
252,69.5913997,0.020979031,4,92.58940016,0.028243547,1.083549397,1.815639917,0.070174652,0.735512849,0.134853426,1.860749053,1.930854493,0.619414086,0.573312507,1.044710579,0.167074365,1.900789539
253,70.92376782,0.014748788,1,81.2443874,0.078088312,1.397982781,1.142557268,0.446109987,1.380875195,0.828775246,1.695893744,1.886401265,1.108253715,0.943908001,1.632008143,1.111665657,1.462531706
254,31.18356061,0.011480568,1,84.40897693,0.025002876,0.883891544,1.202326982,1.611912591,0.22995916,1.068951074,0.339531486,1.271141976,1.545084537,1.691400115,1.820246915,0.763755526,0.625474472
255,99.87623416,0.030226735,6,65.0781847,0.036130617,1.634649167,0.421149539,1.555865724,1.972224242,1.222553821,0.190716738,0.480759948,1.818068702,1.599306671,0.301114439,0.840822568,0.583691945
256,42.1684268,0.055850642,4,89.45743085,0.010918837,0.901964656,1.323536845,0.446683402,1.817253584,1.686574426,0.358196324,1.470525807,1.825556689,0.182589419,0.559729549,1.279363258,0.365033223
257,19.83661087,0.020610836,6,58.4784733,0.037665301,0.470565988,0.811758317,0.566047546,1.212705339,0.668468468,0.267584601,0.322008507,1.489598853,0.340831627,1.482391006,1.574956025,1.781334752
258,21.76767166,0.037181892,1,30.58445298,0.013445806,0.999637298,0.533566824,0.08506611,1.52129916,1.789236402,0.331284716,1.552869394,0.501442874,0.944776427,0.395303133,1.423453186,1.059988123
259,98.81980027,0.04508383,5,53.18807593,0.058479947,0.035327637,0.385398918,1.061378189,0.609401476,1.950067029,1.360804773,1.071425548,0.989463993,0.996618094,1.643000167,0.408633135,0.874690368
260,59.89855728,0.015732112,1,32.81826278,0.027533021,1.593200599,0.045004124,0.629597744,0.620434213,0.553885259,0.026945025,1.561331338,0.826880399,1.658166967,0.768315356,0.447858464,1.270672336
261,57.96444402,0.022885276,6,19.79230074,0.027093734,1.033776113,0.783356552,0.896202979,0.503025773,0.293919825,1.613510882,1.206180428,0.679676303,0.052471213,0.059958651,0.969444411,1.829863072
262,98.79142605,0.096436303,3,13.03529303,0.066000389,0.895328668,0.793049908,0.497543787,0.408941323,0.686269877,0.718428515,1.648742456,0.716280701,0.074462092,1.461091108,0.058562236,1.41383778
263,69.22821468,0.018602502,4,84.48229263,0.010117516,0.779532996,0.278089532,1.540305162,1.531753623,1.988117361,0.461208425,1.499796584,0.607370299,0.812761979,0.877752589,0.434116737,1.29697052
264,97.33281685,0.013902203,6,54.27675738,0.118732707,0.493045493,0.065793566,0.99658618,0.891075976,0.570510188,1.444917965,0.026101397,1.847069045,0.168521759,1.796403238,0.673141653,0.66273539
265,89.17457633,0.066022986,5,71.53508975,0.0100844,1.111147794,1.069244992,1.442789332,0.223247748,0.413877899,0.954444642,1.814858186,1.577565776,0.34369643,0.890431563,1.617956565,0.049522049
266,68.444949,0.013175463,3,34.66621692,0.010088012,1.157253537,1.827190326,1.76827161,0.036133856,1.458745184,1.438532638,0.428069817,0.891580337,0.36615656,0.621106893,0.865264777,0.121719639
267,88.91809124,0.04623418,5,40.70811328,0.014824096,1.52129519,1.278970911,1.182814515,1.69636316,0.946614933,1.843343179,1.130388656,1.140752072,1.149596866,1.167514284,1.6065432,1.352419769
268,55.9354386,0.015365701,3,23.2767556,0.015230825,1.607736239,1.448321362,1.561248189,0.090188043,1.002911798,1.756456232,0.598688739,0.728765954,1.607206221,1.404403987,0.07453592,1.347642373
269,3.408470529,0.023015955,6,94.81562865,0.013241144,1.764440101,0.956982373,1.287574777,0.539975808,0.167440211,1.168962747,1.960577106,0.957548763,1.406262303,0.746840801,0.971658441,0.373779671
270,25.86284,0.023516467,1,26.54963487,0.013773185,1.427536741,1.794944032,1.293522875,0.724751711,1.377896706,0.287468657,0.84192023,1.447408264,0.503317576,0.848057549,1.300105374,0.86346146
271,21.87943042,0.048165776,4,10.03316695,0.014815797,1.49167027,0.934210767,0.642731843,1.130897217,1.888574587,1.836696654,1.041950543,0.98947627,1.277606429,1.620745873,1.592897024,1.382700279
272,78.66378121,0.011578801,1,43.81323021,0.051610297,0.378241936,1.729540977,0.549687721,0.921277059,1.805558044,1.496421406,1.923924737,1.077629335,1.950621887,1.024364302,0.307288395,0.54202123
273,95.05451844,0.017870414,3,21.94227432,0.011898037,1.066790963,1.419243708,0.023647761,1.46831853,1.146662309,1.612115496,0.853065088,1.25056498,1.276324839,1.600091706,0.222346782,1.79966876
274,91.01030257,0.010281551,2,82.76384896,0.013843945,1.421593684,0.890099399,1.73213486,1.406953295,1.819588094,0.323336334,0.962872685,0.098821225,1.785775267,1.592694214,1.389596373,1.267712329
275,48.49593326,0.011724833,4,50.72632392,0.0472784,1.297583384,0.494068855,1.415186771,1.268811559,0.169797219,0.60522406,0.389546902,1.655079858,0.895556621,0.571234984,1.740916842,1.901074706
276,98.4970084,0.0182088,6,16.3182789,0.023253647,0.856445872,1.216342871,0.99107905,1.054849346,1.31495745,0.148916078,1.350168784,1.096973645,0.400127705,1.012957269,1.633909533,0.837179076
277,39.65536466,0.063841794,4,37.5601154,0.011310191,0.486226661,0.608755961,1.591877925,0.859356569,1.756357769,1.172748669,0.539868747,1.242249157,0.708430996,1.514033154,1.241122382,1.519271583
278,4.493812889,0.047961159,4,31.93207202,0.013111176,0.688317392,1.339179602,1.205125274,1.386251617,1.478458076,0.123471752,1.286057806,0.585915031,1.954128393,0.904057971,1.396852125,0.728751097
279,41.55197185,0.015650386,1,46.46806976,0.045913984,0.814195497,1.173553047,0.189404182,0.110566562,1.869576702,1.488008092,0.944438906,0.483103955,1.735229886,1.265571686,0.409586728,1.35012107
280,86.7116144,0.043005467,5,54.39505732,0.013765421,0.390458425,1.386405655,0.199902117,1.880535282,0.445246273,0.348359738,1.827369268,0.810475786,1.745539505,0.728573257,0.483464352,0.323621626
281,37.06008943,0.011495013,4,81.20805584,0.013805594,0.548437139,1.402320142,0.148219708,1.711557656,0.294414409,1.884663555,1.334538447,0.603254532,1.250654434,1.420305173,0.396724904,1.704353487
282,55.17346743,0.047466482,4,87.72800056,0.017907794,1.599825822,0.863009481,0.114935658,1.305393333,1.149141365,0.899637057,0.597750469,1.15539136,1.211165277,1.543981909,1.731006636,1.469396692
283,18.37496908,0.036102028,4,78.01158985,0.012505241,1.82438671,0.590548109,1.677017598,1.733967554,0.519205434,0.846027961,1.271688315,1.159802178,0.620276417,1.756603292,1.427213952,0.189619444
284,85.46573285,0.019634253,3,86.54310615,0.016755269,0.250211819,0.592565158,1.720553041,1.399895793,0.936099179,0.205746128,0.451357131,1.20192226,1.3860999,1.189332091,1.679989856,0.519890933
285,20.119242,0.015910778,4,99.4179398,0.012148781,1.512368754,1.479737506,0.219900142,1.380668952,1.625192459,0.036579988,0.654695679,1.839038982,1.033303623,0.292733155,0.584704893,0.599144714
286,81.93121884,0.023040352,1,90.17637718,0.279084138,0.55245425,1.269436109,0.670816436,1.147021139,1.834165529,0.697235767,0.78475514,0.816140845,0.104685368,1.561430059,0.917523395,1.403141212
287,12.96591289,0.028870804,3,3.876335773,0.010320154,0.753901131,1.443633851,1.400529179,0.96595858,0.926025663,0.391308338,1.336080127,1.258126018,1.939561411,0.73572705,0.908391741,0.801138762
288,37.68563661,0.015462517,1,9.112402759,0.111168073,1.039290906,1.194921498,1.020147673,0.790518388,0.566835378,0.240127574,0.850965514,0.949830418,1.933842487,1.729302176,0.624920269,0.383310013
289,24.02579982,0.111147976,2,13.41527697,0.010908202,0.435878287,0.525446088,0.719252625,0.806543126,1.434037458,2.009671807,0.196896692,1.485986654,0.981793916,0.255291857,1.177408099,1.751255721
290,59.39556088,0.011920845,6,9.673988156,0.028411134,0.74048996,0.744907708,0.369029287,0.68192245,1.785000456,1.196573975,1.066957788,0.876495643,1.519372194,1.287854514,0.354490343,1.413359639
291,59.03914318,0.044635043,3,68.49727111,0.015725451,0.638705565,0.673954465,0.896687145,0.90454919,1.433331377,0.455975798,0.779622266,0.594381163,0.269079792,1.24433328,0.637850825,0.108709923
292,33.80091693,0.049888245,1,20.6420979,0.012793678,1.026458831,0.480865641,0.90514523,0.526613574,0.620088609,0.184665198,1.140608791,0.845791138,0.352052969,1.509462232,0.071249094,1.443601839
293,29.0487657,0.776855454,5,89.39060244,0.063967778,1.210721064,1.183463848,1.630783738,0.452542584,1.728637738,1.271745942,1.91153808,0.542851063,0.67245059,1.279164339,0.229567573,1.107898997
294,38.85418902,0.141452178,2,82.97775516,0.017056108,1.243864094,1.655919009,1.609094468,0.064432249,0.833999802,1.292828285,1.333975635,0.904648798,0.963589643,1.065290401,0.700817663,0.801046366
295,86.97310605,0.015476602,1,81.20805584,0.017174403,1.341191946,1.39225365,0.537376609,0.075042166,1.990265084,1.1031684,0.586897866,0.03447965,1.8664034,1.407683715,0.317614244,0.842544591
296,88.72126832,0.051541302,1,38.75415424,0.010435533,0.996055605,1.474591793,0.414879303,2.009034814,1.996725668,1.130078362,1.207727168,1.544188897,1.859793907,0.395994922,0.46305768,0.726013476
297,54.84307245,0.012418185,5,72.75326332,0.018019092,0.872726074,0.887383429,1.303548064,0.582728824,0.796811987,0.090502314,0.83362677,1.403075149,0.328998229,0.047822097,0.189085951,0.541437403
298,48.92118182,0.484947769,3,99.24438556,0.023919797,1.587008108,0.0404603,1.009302401,1.405864351,0.895646795,0.829545244,1.102060087,1.855804664,0.505066581,1.331311302,1.559204881,0.117164877
299,96.27426198,0.014275038,2,45.53165797,0.016132852,1.209272828,1.440493527,0.3659296,0.588850465,1.111583385,1.588798686,0.027674295,0.248585026,1.817796338,0.553609097,0.269219224,0.984356884
300,67.74384494,0.011635708,4,73.51765814,0.030180533,0.567227276,0.768146662,0.939072558,1.831004934,1.920732682,1.389932417,0.852646338,1.874127274,0.904914108,0.632037319,0.73829266,1.497579126
301,21.44251215,0.014550821,3,70.71889954,0.010701292,0.771993012,1.368682851,1.348701107,1.627835544,0.529735185,0.493931436,1.435895512,0.454526367,0.553822409,1.537092122,0.138781745,0.093741563
302,36.81708465,0.076142108,2,94.21620449,0.012134469,1.715314891,1.024557724,1.675803538,0.156745859,1.965299835,0.541514735,0.80645006,1.455686093,1.662572461,1.496542797,0.430842979,0.769088291
303,93.5864331,0.010856348,3,23.65052661,0.012228504,1.065660359,0.115085225,1.282003678,0.888010035,0.879765032,1.974695856,1.897308829,0.413148047,1.249013601,0.311439901,1.66218097,1.814040645
304,92.00580278,0.019395559,4,66.94738214,0.092614298,1.426364186,0.313182399,0.210245732,0.252006088,0.228649682,1.788637084,1.458971621,0.81585746,1.023968108,1.632773427,1.0385981,1.651774884
305,93.12550999,0.023560693,1,78.41636858,0.014598839,1.529090482,0.872935393,1.62022973,1.334869797,0.622680408,1.291240595,1.103212052,1.868336027,1.732997706,0.584627508,1.35713683,1.728822792
306,5.642437372,0.031008328,1,61.04010195,0.014671305,0.316481121,0.430933861,1.026475249,1.149198424,1.944633972,0.070371374,1.017674488,1.488861055,1.597296285,1.831108519,1.002606166,0.511921778
307,24.9919904,0.042770013,1,40.02879837,0.025003789,1.639181513,1.255880501,0.905579102,1.659109174,0.334009349,0.284704211,0.232864394,0.427919993,1.591933188,1.867975374,0.472204163,0.43920375
308,92.92704836,0.142550757,1,23.72909687,0.027777004,0.708694103,0.586995141,0.378527836,1.470527283,0.219877289,1.747513437,1.681398024,0.371918419,0.475022044,1.527187252,1.302784106,1.063001227
309,86.66161764,0.051819126,4,64.07890789,0.02416057,1.434767627,0.666293501,0.448420207,0.920828895,1.371764114,1.968660679,1.444963963,1.081559093,1.767136163,0.605795718,0.485970301,0.657443138
310,70.65469658,0.14832901,1,33.67878064,0.026919226,0.395707129,1.20822368,0.097428192,1.443716533,0.840168504,0.075322204,1.228593091,0.609684495,0.467830214,0.461830433,1.561638952,0.252233827
311,85.99792408,0.659331894,6,75.10753147,0.035152363,1.111393975,0.796930188,1.431265292,1.102999638,0.772029322,1.960497557,0.669248978,0.596801487,0.303981509,0.132117706,0.330714719,0.228362292
312,85.89496244,0.028136283,4,66.66257151,0.010731873,0.876044766,1.027069372,0.793738511,0.598196598,1.972718677,0.197156156,0.055042852,1.666506776,1.010145968,1.043328601,0.937815501,0.397369622
313,65.03899245,0.083455868,5,73.16074487,0.013035046,1.350387233,0.315299929,1.807376562,1.64244846,0.495676812,0.902668168,0.847273225,1.084520227,1.55747771,1.738989731,0.398031895,1.616111845
314,7.860372454,0.01851357,3,16.01023957,0.034012564,0.810432982,1.560273008,0.198518438,1.483164446,1.741522685,0.738753387,1.824221014,0.91286413,0.60316743,0.76754455,0.515546552,1.303634678
315,25.38836771,0.253993341,2,80.60618625,0.010152444,0.141765357,0.74237092,1.799817192,0.120558249,1.673945365,0.893754241,1.840126654,1.524117067,0.916901616,1.216921785,1.253157896,0.323659249
316,51.35984834,0.081899171,3,91.91236869,0.011953034,0.548406355,1.426066702,0.443218442,0.09067651,0.950880274,1.223220773,0.775065934,1.626850211,0.029017129,1.34252122,0.794314693,1.858000123
317,97.93720543,0.025663735,5,18.84921718,0.019738519,0.775586015,0.496982657,1.07857107,0.395264162,0.50773853,0.367615602,1.153577964,1.326607999,1.466573875,0.707669656,0.769313975,1.19217984
318,54.80788223,0.017517256,6,86.57216372,0.010299691,0.717279112,1.236224314,0.515841636,0.181175569,0.834714074,0.401639368,1.682700096,0.307231786,0.090000493,1.227640846,0.811565309,1.656588749
319,53.79083147,0.015070389,4,99.35202491,0.018123385,1.35883869,0.029782425,1.608296807,0.525738515,1.517963573,1.987169782,1.610736565,1.880810515,1.113643787,0.397421459,0.37482072,0.051138187
320,41.2156407,0.011737504,1,70.01086091,0.031900678,1.180371014,0.128094605,0.976376491,0.581082825,0.111492417,1.288018539,0.59333035,1.200631655,0.121040198,0.072505405,1.733208402,0.359720132
321,71.95253982,0.032028603,5,41.01895648,0.01474289,1.059829011,1.183151589,1.798474463,1.389934938,0.754352579,1.153024536,1.952765497,0.962122414,0.060164499,1.422222667,1.414201741,0.474776296
322,68.30294128,0.021681431,3,74.59090075,0.011344494,1.508338876,0.506906568,0.748870958,0.150071127,1.104462982,1.853322028,0.656909363,0.916529599,0.48137244,1.102024246,1.071675076,1.139678901
323,3.313903737,0.037420863,2,12.98535033,0.011732261,0.696128599,0.843524075,1.75464454,1.35322612,1.358519853,1.533425315,0.470548133,0.442075733,1.385381621,0.755308235,0.689285557,0.311183464
324,34.89943632,0.01103082,6,44.61389311,0.016348847,0.450045835,1.804944897,0.227411722,0.681525844,1.004442947,1.268771325,0.077222393,1.064422009,0.578501831,0.859663101,0.760942407,0.5094059
325,56.66601725,0.018828741,5,42.11451642,0.018408618,1.818604113,0.920583178,0.600098836,0.744183735,0.581739588,1.851300144,1.36946629,0.585166017,0.723570466,1.852409034,1.743077269,0.403801413
326,13.40111303,0.02563089,6,16.13718526,0.016480947,1.773307207,0.967168508,1.792682405,1.642668505,0.896248167,1.769469875,1.423112637,1.956139044,0.74084293,0.283744024,1.001884895,0.88700214
327,50.21152758,0.34516814,1,85.0605634,0.0208787,1.807856317,0.521459511,1.287126697,0.302749484,1.889510146,1.803524012,1.463261875,1.6318381,0.937796268,1.578359677,0.601065802,0.965282139
328,16.06107605,0.018111217,5,83.01498621,0.013954593,0.178830316,1.029231846,0.828276721,0.147616343,0.82775015,0.151888302,0.212995641,1.243686933,1.906675892,1.579023733,1.738898017,1.795429714
329,3.928194675,0.053821005,3,35.45950883,0.59055097,1.689631879,0.292995422,0.291342157,1.412865104,1.229013077,1.865437365,0.114465516,0.483231696,1.470267545,0.499110315,1.538707878,1.762713627
330,39.65609795,0.010287762,6,59.57068503,0.018573009,1.425218341,1.816543032,1.443448954,0.162046606,0.424180178,1.150978273,0.046707195,1.47840987,1.080794156,0.146338609,0.527473012,1.164800686
331,68.43460612,0.062595805,1,43.74489901,0.019484571,0.441425601,1.009793778,0.124990144,0.748289586,0.141665862,1.239492549,1.562634848,1.812841739,0.638501263,0.541943199,1.039792382,0.220368098
332,82.95289677,0.025253895,4,94.77284819,0.04734422,1.533312347,1.018897931,1.724129417,1.991993169,0.288868519,0.381319975,0.414380885,1.030222108,1.495791799,1.833351648,0.685215844,1.383849883
333,74.21071826,0.068252911,5,41.92196977,0.010201313,1.08896082,1.373559157,0.413778437,1.140528226,0.055285906,1.005242229,0.384466011,1.208561679,0.249225987,0.265374904,0.844003042,0.460172557
334,56.35208871,0.013097723,1,31.93207202,0.010550978,1.15739336,1.805284659,0.643219094,1.621559518,0.629203785,1.410310783,0.35942163,1.183390801,0.999751526,0.348020227,0.127318563,0.926502444
335,34.51724148,0.051161812,2,8.9758583,0.013084008,0.328271035,0.385512615,0.939970631,1.70606081,0.261149056,1.687961265,0.521322655,1.925460179,0.420309962,0.224317207,0.977360809,0.191410975
336,77.6253062,0.021008518,2,60.48156156,0.012342649,0.335566793,1.744934518,1.274716852,1.345568123,1.344733428,1.214523822,0.555319864,1.596316835,0.36755502,1.173037679,0.190152748,1.469964784
337,79.33701281,0.011101516,6,91.36952808,0.149903077,0.108627968,0.022944668,0.703704759,1.494757755,0.173531901,1.97776746,1.172808457,0.232307407,0.936166527,0.510217532,1.006970731,0.944134798
338,31.06827878,0.015127556,6,73.3615545,0.012478369,0.838361631,1.378411007,0.430296062,0.152290798,0.959713545,2.000352579,1.755986045,0.937763232,1.535473993,1.218908712,0.070906443,0.894541449
339,98.14312611,0.081899171,5,30.46987144,0.014858075,1.697667775,1.499412295,1.558379679,1.674860953,1.071751694,0.824437008,1.641304798,0.769658919,0.50725455,0.954720037,0.327757421,0.121556884
340,16.59573734,0.013951061,2,88.75390347,0.050456166,0.312319468,1.562877466,0.150289243,1.601566187,0.266443452,0.395632587,1.672622698,1.507037021,1.284303752,1.751761403,1.737063809,0.159879754
341,73.73517357,0.010326243,4,9.770032447,0.012528348,0.876133478,0.456331681,1.05411315,0.869857152,0.148919885,0.097242801,0.348605179,1.68465657,0.117954622,1.752939546,1.863201405,0.549155336
342,22.13576283,0.017758154,5,92.32323688,0.013329567,0.583597257,1.466058036,0.141019399,1.397349099,1.481306565,0.058441436,1.773800558,1.770774399,0.413709718,0.451404134,0.587503434,1.301880006
343,52.83708978,0.059407882,5,10.21772449,0.084179161,1.696174113,0.324451831,0.355111426,1.393544432,0.487167422,0.467321885,0.405720272,0.304503395,1.482957845,0.691335798,0.336040492,1.040474067
344,18.0837695,0.012562867,2,23.51764147,0.066124975,0.038656316,1.658092521,0.60710457,1.395889101,0.38854242,1.770389017,1.062935425,0.579916788,0.143486079,0.5446628,1.158255712,0.524024911
345,65.6258346,0.011093845,4,68.51625819,0.115077798,0.483809363,0.512768677,0.478004434,1.385708488,0.200584992,0.795675593,0.134738699,0.878575138,0.800650869,1.248881312,0.102369729,0.263193823
346,50.37776295,0.024216183,2,56.7494152,0.204981916,0.283887466,1.226343867,0.24019989,0.3503225,0.189044093,0.224479827,1.741590073,1.165469159,0.612865027,1.441279371,0.866445588,0.990629139
347,70.87034728,0.011132325,2,86.26076776,0.04319701,0.05068736,0.20730028,1.261716988,0.624494591,1.450033321,0.609884673,1.279629291,1.694026365,1.844908789,1.788430757,0.106228055,1.685145388
348,17.69639924,0.011605311,3,72.34738078,0.015903868,1.55627188,0.880720381,1.699084801,0.316669361,1.1682013,2.015244774,1.515508981,0.162863931,0.242077083,1.088722577,0.895694951,0.552832222
349,26.75070506,0.050229592,5,64.49425749,0.065637616,0.165975933,1.046395393,0.863735694,0.29002659,0.719477577,1.267904968,0.412578717,0.927682564,0.993984998,0.592218868,0.036695398,0.748177653
350,46.72919981,0.041109007,2,17.47051484,0.017194992,0.317347361,0.998981497,1.509762594,0.915240469,1.216090926,0.122324911,1.799424053,1.853205894,1.429614989,0.850077065,0.113950183,1.299663709
351,39.39992358,0.019900748,5,16.3313555,0.012392653,0.433694485,1.488643048,0.428112538,1.504826837,1.072850923,0.941107331,1.676442942,1.731741078,1.020709009,0.804504371,1.811736426,0.59471819
352,56.60669358,0.011004066,3,42.55683192,0.012418703,0.073366425,1.672564135,0.7077149,0.197426524,1.856340804,0.463836813,0.675818165,1.507323291,0.467768925,0.87133569,0.661510007,0.186556711
353,73.02636437,0.013553778,4,17.38245545,0.112831928,0.144952818,0.953080388,1.007220419,0.408998893,1.128883154,1.443661062,1.931226926,0.473967471,1.305065915,1.481422539,0.558476429,0.315044501
354,76.61555055,0.050243526,4,80.82326303,0.065544009,0.070251874,0.727538654,0.964654996,1.904518461,0.372199674,1.643557309,0.975601838,0.691360612,0.387460901,0.325203852,0.384903556,1.10189322
355,38.78480112,0.034155565,4,67.56228084,0.028153284,0.627640057,0.683540992,1.268007103,1.311108773,0.265250338,0.926860705,0.38563393,0.302773537,1.232090904,0.724218893,1.422760241,1.519967586
356,99.7787863,0.014474621,6,28.60996531,0.015071396,1.443793476,1.101806505,0.117360494,1.574543727,1.623658997,1.031190807,1.463650386,0.44894933,0.320699792,0.680741969,0.412982229,0.652517558
357,47.77443401,0.021903447,5,93.18037733,0.037879816,0.911829605,1.582534749,1.433957013,0.522954611,1.20421856,1.279440579,1.939562469,1.742919004,1.458401007,0.380369041,1.075735683,1.019021901
358,29.10177901,0.041690496,2,2.989784772,0.014622647,0.69368106,1.350699119,1.222371151,1.569356694,0.607716693,0.423105284,1.220924934,1.833270029,0.5245337,0.615492732,0.442347854,1.006814785
359,88.60449333,0.014102603,5,31.8791282,0.02093948,1.045682895,0.620367792,0.596634952,1.574861558,1.067171657,0.425770925,1.596312774,0.635340086,0.374568903,1.693008288,1.500308462,1.187230071
360,56.74379716,0.013171468,3,55.10968519,0.026349396,0.232847028,1.074526168,1.503760484,1.17787354,1.236637099,0.351125464,1.166596256,0.105568072,1.013720446,0.28624007,0.634843425,0.066430539
361,40.7990025,0.350973209,2,69.65918409,0.014716174,1.332176697,1.659517586,0.16827027,0.208693307,1.325952578,1.900185199,1.767861813,0.78250283,1.489756463,1.761055036,0.265496508,1.63180397
362,94.84434948,0.015674058,1,64.04636717,0.119155316,1.48864868,0.91302452,1.383804319,0.439693367,1.631559436,0.276784622,0.634071124,0.829053561,0.67745046,1.597236197,1.294565922,0.122637928
363,37.12411922,0.068907833,3,30.63232488,0.011240631,0.767390597,1.1729069,1.549802455,0.695469923,1.784253325,1.008326469,1.499701566,0.783107281,0.354944145,0.673373324,1.832512085,0.419740767
364,81.16606748,0.036572554,3,28.22703079,0.037340835,1.524035678,1.074214408,0.456779646,0.810380043,1.057583337,0.909473629,1.400766507,1.09350075,1.390060019,1.200246371,1.772060553,1.014815122
365,78.94701662,0.013050703,2,50.10557993,0.039391435,1.264701537,0.492532419,1.425926544,0.798249682,1.616699891,0.230149625,1.219384778,1.354039025,1.206167981,0.21759089,0.948523528,0.887131662
366,91.66271061,0.014789339,5,64.96070346,0.784099509,1.828302767,1.525105012,0.439526723,0.450224028,1.180579772,1.547123106,1.748504234,1.285155918,1.6530775,0.08524972,0.718547466,0.133531475
367,86.97310605,0.02058834,4,98.23924232,0.024086668,0.609969334,1.422330534,0.102108552,1.327432151,0.692337792,1.405724166,0.801281552,1.896999241,1.148019541,0.834670269,1.802794963,1.758227037
368,97.3421471,0.033401674,5,86.23846575,0.125297718,0.334635031,0.558299271,0.57215541,1.908301288,1.340600654,1.488685162,0.101186128,0.949314232,0.971519737,1.084595709,0.686657184,0.749277322
369,67.50550191,0.010277607,3,85.22818952,0.018574861,0.178462815,1.133754069,0.845655399,0.62174838,0.421315282,1.432731198,0.794240123,0.474320855,1.649851629,0.526938811,1.209944641,0.996594345
