para_indx,g,k,n,lambda_pos,lambda_neg,thrs_A2toA1,thrs_B1toA1,thrs_B2toA1,thrs_A1toA2,thrs_B2toA2,thrs_A1toB1,thrs_B2toB1,thrs_A1toB2,thrs_A2toB2,thrs_B1toB2
157,13.29428677,0.014671196,1,25.01692014,0.192783333,71.45783349,41.71265515,0.68410333,0.036106117,1.030988051,1.812963754,1.505009895,0.645069555,33.86345357,89.04414086
158,51.68969461,0.026317268,2,87.40605051,0.108723368,32.02840726,49.0656404,1.83161567,0.815392606,0.243723596,1.810695171,1.087836705,1.706845632,17.30142836,28.47258429
159,59.4896521,0.089819398,5,78.84187865,0.016777463,51.28795461,38.1482077,0.358058922,1.646554563,0.38783847,1.449926471,1.293404924,1.076330997,31.23061587,61.4786568
160,65.98034844,0.021989345,5,46.64375647,0.018901513,20.42761435,9.408085142,0.338450032,0.249310429,1.509123885,1.432032694,1.023565696,0.142351245,4.138904355,76.27352737
161,52.83113984,0.010441358,5,80.46738131,0.010025582,41.53302599,16.61287543,1.001353468,1.802098502,0.100510095,0.390778643,0.390389446,0.699278681,30.40664402,36.05257719
162,60.99706043,0.019567352,5,35.46769086,0.014943071,26.82861161,90.13794705,1.452116395,1.187799944,1.393755527,0.682873163,1.212779166,1.716221189,7.745313256,72.22335126
163,79.07394931,0.051133989,4,32.81000589,0.546834757,19.75964002,84.83638458,0.186718028,1.278171391,0.918868188,1.669176595,1.368170065,1.069867342,65.23734594,30.3848235
164,41.68229247,0.013619316,4,5.516529478,0.036721432,70.4880087,30.55494299,0.225852718,0.382646213,0.285665209,0.245132926,0.302736827,0.349264876,25.32494723,73.1788524
165,20.06123807,0.084117703,5,23.45367991,0.044591773,29.15507378,3.934596152,1.7414922,1.411588624,0.457138003,0.909362087,1.263241689,0.305766533,61.21588553,36.06235656
166,60.33797488,0.010263263,3,16.00801277,0.018432877,77.80193503,76.90264566,1.745806434,1.547727094,1.53152844,1.552597196,0.955664628,0.204095117,78.57669634,61.2199373
167,54.50611388,0.013529418,2,71.6873789,0.030429868,35.312345,30.6081168,1.102902712,0.408191855,0.429656954,1.131971941,0.411878766,1.599268172,44.47809152,88.22860083
168,24.40715747,0.046583954,5,39.0149395,0.179480226,70.0542398,67.07896627,0.070246596,0.549776991,1.782153542,1.59731188,1.519866784,0.255896059,40.73303203,73.36382253
169,60.29705533,0.01162392,5,22.48456851,0.01283134,4.419804606,42.53431255,0.774045652,0.029183946,0.560035854,0.189126564,0.81907459,1.346671068,72.01166317,27.94764961
170,94.16155921,0.070617434,1,85.64970559,0.01195953,34.13338657,48.50945806,0.300371656,0.890787128,0.282571642,0.969667335,1.087754852,1.514589567,90.45009781,68.08437347
171,45.60631216,0.023403765,4,54.02673607,0.019696661,34.61675177,28.96281707,0.247901885,0.171034409,1.590746937,1.391822337,0.906544688,1.731289649,45.57589092,81.12300108
172,69.34027735,0.019738972,5,40.5844511,0.219392283,23.97591306,76.94062754,0.754249497,0.86624662,0.349691673,1.766126256,0.492321393,0.407710431,76.34204405,37.0787884
173,18.92106007,0.024012243,4,52.77106799,0.049523435,45.23373106,62.69743173,1.551417207,1.561773194,1.474424936,1.720046454,1.721694101,1.806715501,83.46576101,1.49040623
174,43.28894682,0.018035832,3,9.875885589,0.06760942,33.75815556,31.79160377,1.101164287,1.42128217,1.649765934,1.355338274,0.104653113,1.846623535,18.97514846,2.076736057
175,97.90121545,0.014968987,2,81.35268751,0.048117733,1.454466748,65.32887023,0.2837281,0.409588757,0.617163046,0.108138457,1.237959764,0.820941004,62.80913896,83.92526338
176,63.12593773,0.012934319,5,68.29304401,0.36373057,68.9336383,78.5996389,1.768474351,1.72620249,1.211112149,1.261989344,1.162814192,0.744684188,24.58718993,83.05864831
177,2.178779654,0.011227982,2,41.78742978,0.010296786,90.55836173,9.242088577,1.572468413,0.961703427,0.734955998,0.137498275,0.085642349,1.288687101,42.16085287,32.32763029
178,48.54302333,0.013002196,2,52.41972735,0.017637039,11.6038995,64.34872915,1.731591284,1.191798754,1.578606902,1.087242091,0.685750042,0.236940603,20.48368925,16.19661382
179,47.11002149,0.022524669,5,54.77682869,0.01198081,84.49018533,10.80225974,0.621148677,0.819210544,0.894343467,0.371678648,0.601384713,1.372233004,83.66977411,65.00536216
180,44.96955062,0.012495947,3,5.888700496,0.013328501,12.06281689,25.28503322,1.526094557,1.135910725,1.67388885,0.028971659,1.122381418,0.154633635,82.87940649,52.74420903
181,32.20799455,0.011075349,5,60.73038023,0.012988675,68.77567305,62.96582751,0.43130302,1.273653372,1.042760664,0.254147574,1.013589162,1.174049974,64.44330718,85.23932052
182,52.74572004,0.017479157,4,85.91790396,0.046961999,56.99116047,74.8478842,1.761611299,1.318405181,1.205662734,1.690112777,1.242467022,0.517023881,46.60094551,38.35670097
183,77.8131736,0.028484389,4,40.86816715,0.274547068,21.21487565,82.65669176,1.192949351,1.394103598,0.975817925,1.767861391,0.153648375,0.066028721,21.76853587,47.66186441
184,76.4006672,0.019741973,3,48.93593935,0.05068719,79.60030643,78.81152288,1.650226921,0.769017722,1.201815585,1.362002252,1.517009565,0.70561054,38.5482914,76.13801753
185,31.76036018,0.015480723,3,25.71395427,0.013666446,34.3332206,62.45842981,0.26459801,0.110180481,1.535416086,1.82930511,0.057701615,1.654443597,84.97423992,51.85329379
186,69.60379245,0.010559483,3,91.95466515,0.010230366,6.441318813,9.091888566,0.616171113,1.395313261,0.715687919,1.04322298,0.423258375,0.282467362,38.89005758,31.84830112
187,39.45989514,0.033554352,6,59.10732939,0.025031922,26.85601406,43.24408339,1.204613513,1.622718802,1.325441698,1.752693258,0.644256161,1.030439742,3.627309515,63.3446667
188,43.4654974,0.011197643,2,45.21859863,0.079394628,49.77971253,13.45991966,0.178472537,1.483465986,0.108628775,0.628475883,0.211423414,1.471016545,89.06607164,59.32350444
189,97.92338459,0.030645213,5,70.95431991,0.019926077,52.11579202,68.78866443,0.691372555,0.677927613,0.799472601,1.615458467,1.564784797,0.439025967,78.23561519,77.42482594
190,34.51497472,0.012878672,1,42.06032459,0.011692991,90.50202407,4.376591028,1.814921874,0.398390321,0.682666253,0.862163319,1.798074802,1.376020199,89.00524427,76.05042549
191,38.25706258,0.034976141,4,57.72993777,0.023682818,18.31323511,17.70810821,0.145035201,0.955593723,0.374419809,1.709349978,1.512811068,0.495320108,26.61304587,40.41291607
192,68.36513151,0.013913307,2,83.50292804,0.03374372,80.11014482,80.10101726,0.588585882,1.060790165,0.671155849,0.602991959,0.575346083,0.256001506,17.2976406,59.80935497
193,43.13905266,0.028901511,2,11.0715714,0.085715984,19.18979068,15.82775487,0.20276382,0.782538373,1.816839345,1.032019579,0.206064055,1.271890563,50.09062869,48.6813764
194,26.60548622,0.013447685,1,57.25674222,0.645582967,23.82609411,41.93758559,0.690499875,1.158949132,1.507145856,0.485196932,0.686747681,1.808262762,84.51051515,2.643648542
195,78.16610989,0.026887989,6,40.67373093,0.010415128,58.33506156,87.45605452,0.668268483,1.628689873,0.04734454,0.253947503,1.450148431,1.333919644,35.0532895,61.11847754
196,62.54199193,0.010393481,1,51.3723705,0.013373329,82.60270211,39.66860676,1.459411692,1.096532593,1.808454338,1.120954096,0.585859903,0.597634137,12.69634845,29.53993967
197,25.2222361,0.054531129,6,80.11004724,0.02032071,74.31419871,48.9089827,1.319842105,1.738705254,0.908310275,0.834745897,0.219450166,0.302335079,74.72168576,55.1378862
198,93.16258014,0.019238957,2,78.93448612,0.019166709,47.81500369,65.1378446,1.389035927,0.846659975,1.43734161,1.142640501,1.604477775,0.345300393,49.22584459,18.83631655
199,66.22213913,0.079030409,3,38.06802198,0.061912236,50.26477538,66.52087565,1.327913455,0.168985022,1.566301272,1.262882802,0.175170509,0.721276375,62.73751029,75.31494624
200,69.72464356,0.033162718,4,22.13385772,0.022924393,41.83538165,33.72429857,0.570413713,1.42483055,0.259860644,0.018945678,0.769366436,0.054097739,54.74999762,88.84647775
201,98.96551807,0.033703323,4,71.82410978,0.405462598,54.85863706,7.450140031,1.314557825,1.55286996,1.071148052,0.305427272,1.777764825,1.727238599,9.26717875,33.03348474
202,39.09516629,0.010243729,2,50.60740686,0.026026062,57.19350512,53.46737505,1.119622928,0.777147854,0.86029551,0.730228607,1.653067287,1.199322107,45.7068416,81.47439638
203,8.084745189,0.020361692,3,51.97743251,0.030285751,33.68540707,73.32868491,0.096182823,0.880289497,0.84424222,1.443958506,1.1064619,1.569948217,26.93795582,30.70931053
204,72.50722519,0.01365378,5,15.44704583,0.044474947,41.65789088,73.95960612,1.810795482,0.513389045,1.689348571,0.27395556,0.940707253,0.817796705,74.1675473,13.86769779
205,93.99282141,0.015463604,1,3.643295194,0.032544939,22.14845487,17.22495891,0.167190231,0.197093783,0.089422662,1.636159103,0.516791979,0.982727698,41.74844011,66.1532447
206,39.95993719,0.011736919,6,65.75051513,0.023507593,22.33936447,13.57710299,0.688906062,0.756484739,1.2834468,0.718491027,0.613965375,1.108527766,12.78319599,13.80659058
207,95.52796536,0.031703621,4,37.36846608,0.055131709,5.209325659,26.46203438,1.732431099,1.3890325,1.032275069,0.744204818,1.249111872,0.818055477,18.50707753,56.44128975
208,85.6374694,0.01303924,1,79.62087257,0.030391761,70.03145778,27.14325436,0.289867953,0.378071398,0.144532054,1.300830512,1.137345456,1.185493243,66.75947237,34.78395865
209,5.865171307,0.014782477,4,40.0113075,0.023229535,60.25905353,19.0893724,0.929437258,0.998609626,1.284952386,0.801741226,1.536177775,0.036469461,37.25423048,32.83896114
210,39.80051024,0.022713202,4,24.31646678,0.03022071,79.44257231,28.20558213,0.166929476,0.907201042,0.471028238,1.799656658,0.630683214,0.874038527,75.37639122,60.31605769
211,85.11592402,0.051828964,3,74.80021028,0.045561878,77.51344473,63.91435934,0.649474698,0.657269904,0.975540468,1.732644303,1.372021,0.549582447,18.92535968,25.16810436
212,97.75029957,0.05331896,4,97.92741375,0.011813479,30.92634652,2.713068926,0.915716359,1.839937467,0.648296464,0.784517306,1.276121017,1.255942597,53.65955363,29.67386691
213,22.8691495,0.014864323,1,62.7555226,0.01052715,49.06449952,54.4947028,0.301244942,1.471358759,1.518467261,0.097966024,1.703954554,1.013894999,57.62205252,86.06049197
214,89.31933036,0.010772382,2,31.12888042,0.027035575,14.03081184,72.23135887,0.293557576,0.285647721,1.642232992,0.86065931,0.569589046,1.158128983,19.2726082,90.85216637
215,60.89811512,0.041867002,1,67.38800841,0.01030897,45.04030791,30.24614344,1.140223179,0.168222413,0.596195005,1.2951745,0.76810033,1.627936134,88.70016942,84.74938257
216,86.91785835,0.014450784,6,30.78884458,0.010934953,23.85335729,63.21538524,1.758395777,1.769104268,0.959626112,1.761794871,0.775225532,1.861939445,22.91643261,70.64922606
217,30.6659217,0.098581228,1,43.85006807,0.070514588,40.07074202,18.59737593,1.550791883,1.225049153,1.347687061,1.519691013,1.514581095,1.641708744,79.91409979,28.90381963
218,72.51840627,0.015122163,3,62.41144554,0.075721742,53.45316118,29.52522123,1.517517319,0.349539622,0.446364404,1.298332955,1.441169773,1.756771721,44.54809413,41.47899893
219,8.675224922,0.777779657,2,55.00014604,0.036735429,18.02387482,15.07484072,0.696127866,1.685936809,1.283995143,0.31231794,1.039659544,0.879991409,65.99717388,54.2741326
220,14.14190331,0.029681797,3,18.76123182,0.177206431,18.1818932,23.03992958,0.185127827,0.139767821,1.325990602,0.49939476,1.395168338,0.107364927,51.10698646,60.43515118
221,13.58219874,0.01080785,4,32.36181224,0.022408639,13.76722092,41.89798186,0.44277029,0.442657382,1.628130262,0.233916266,0.516868522,0.177390824,63.8504166,45.86937257
222,70.40269758,0.017409841,4,98.89831524,0.07809775,88.29952261,28.55191297,1.234952752,0.358804062,0.627990935,0.755073876,0.393945178,1.063864689,34.19888061,52.9402145
223,56.42192682,0.045901049,6,39.94072254,0.013539485,12.46553716,48.51863846,1.530989241,1.350854687,0.4613278,1.539020144,0.749946267,1.159661381,9.737267635,89.88867658
224,28.90270975,0.023152665,1,62.86815235,0.013017173,34.35545307,43.9885701,0.534343938,0.25459379,1.682460479,1.316737396,0.546810169,1.206992386,55.87253572,69.90151932
225,11.4507666,0.635741819,1,13.08634462,0.012635294,42.46812063,12.00402902,1.807747118,1.829871208,1.2711382,0.791311141,0.65011057,1.477094293,61.80415898,38.54457374
226,23.5885808,0.014428565,2,24.58953333,0.178480588,81.72819204,2.666474167,1.73181381,1.794618315,0.742402112,0.528461229,1.747220437,0.375446013,75.28161906,22.97178473
227,2.632619588,0.012868307,3,99.3504116,0.016171995,46.72242245,55.43532611,0.668609671,0.480452758,0.423510156,1.643762201,0.714187099,0.30036735,79.22049636,5.04659155
228,38.49784613,0.038371602,5,20.47030684,0.679006049,27.11749904,48.00698357,0.422305038,1.678452197,1.83261237,1.315884832,1.401129165,1.783760153,20.83860612,49.04031447
229,19.94365582,0.015296352,1,94.83870944,0.018479428,61.86899982,60.34321663,1.467293504,1.163232687,1.503200529,1.541378225,1.302016434,0.434185514,45.04451955,88.30554674
230,34.24188145,0.042064222,5,95.80079278,0.079370032,25.14734874,33.22203406,1.618902762,1.324736343,0.567754019,1.123087508,0.367699689,0.822187728,86.27929315,29.43829677
231,58.24881334,0.030487426,5,86.54337897,0.014076804,32.46896669,14.96969081,0.145358755,1.823173822,1.198058293,1.118396845,0.342788144,1.773026064,24.57314527,91.13853265
232,66.87911668,0.039894662,2,43.92320166,0.016162357,57.39882708,39.73588778,1.26695291,0.997004495,1.284630893,1.411786392,1.31657657,0.208254949,25.74753245,48.23724591
233,50.17257899,0.133998225,5,77.45301486,0.015005835,34.69081899,50.28696286,0.989040284,1.167320026,1.692825644,0.934111599,0.37981198,0.462409732,50.46047282,32.63325964
234,87.39061743,0.039470188,2,4.413171661,0.01646599,58.67918351,52.08657627,1.462840756,0.6782289,0.330908626,1.449368399,1.282268502,0.474667557,24.83642495,87.59936032
235,38.97267444,0.21599802,6,74.60141429,0.072523689,16.41758738,30.38529809,1.603351463,0.860652699,0.350105939,1.364844361,0.280813397,1.744597183,34.43257528,14.8049401
236,20.04164387,0.027122641,1,8.176514414,0.017175963,44.38697583,3.093015354,1.375070811,1.073508214,1.373093819,0.610822163,0.602556647,0.214044011,89.15428477,62.13526178
237,5.877907596,0.181172237,6,17.66662205,0.016913981,12.14077567,77.82219455,1.511273157,0.712473637,0.960253163,0.479262738,0.820535826,1.126149557,89.20724661,64.57593696
238,94.49126481,0.026034067,4,96.1074294,0.010083054,61.68329538,9.896926673,1.49397177,0.75248825,1.52549599,1.209392391,1.581715149,0.446594017,16.40360301,53.78228304
239,29.0256897,0.029969676,4,46.75796162,0.033868101,29.63675641,36.14895584,1.372292245,0.90080186,1.219866163,0.884149023,1.483233579,1.862751741,10.83164657,3.074187492
240,60.43988218,0.020192405,5,71.67300546,0.019563618,35.02512072,85.96000629,1.081203757,0.602382843,0.841098901,0.232373378,0.477089471,0.285859361,14.09802424,32.66598194
241,63.43473623,0.082684642,6,82.05117909,0.013261438,22.15353358,28.64090322,0.24693206,1.475825915,1.669072503,0.872026811,1.057392266,0.138041398,28.37581678,60.29251535
242,72.57584,0.01050316,5,33.65045555,0.119393772,49.86687604,10.69524496,0.021933166,0.912670295,0.77766143,1.294239888,0.960067103,0.044152824,32.39972849,17.59687357
243,98.49149683,0.023603849,1,55.15669351,0.015050169,31.28617735,57.56075738,0.445184248,1.620798235,0.462513076,0.557793767,0.161752536,0.786054004,45.55151703,31.59669129
244,85.00805363,0.01412537,2,83.02196378,0.010709654,34.58901378,37.5523305,1.497975938,0.377687748,0.293030023,0.444320761,1.165169601,0.728096902,73.21564745,9.388896187
245,44.73190926,0.035848265,2,93.09401539,0.018462477,19.09831119,7.816745913,1.271243334,1.312608852,1.261246716,0.517000362,0.994624304,0.73034968,16.25400951,71.68460416
246,78.0428247,0.019830242,1,64.28231233,0.029662834,68.39385832,72.80618707,0.653515458,0.350667654,0.525559266,0.851024893,0.268877546,1.706760859,15.8049719,43.4745812
247,97.71675016,0.010009857,3,28.29386746,0.010504123,78.73715938,88.61107157,0.501704337,0.835426063,0.687157199,1.792067031,0.760394966,0.92311675,45.90883143,69.46044716
248,42.28255312,0.01549687,6,34.40816734,0.02362041,60.9720269,48.76967226,0.164304963,0.483475927,1.441227977,1.758586156,0.048226743,0.67229411,31.83417529,41.37381181
249,3.240202999,0.063566524,6,26.75609497,0.012251436,64.94585325,12.51703745,1.058817724,0.353840232,1.055668604,0.346133005,0.692232872,1.161263721,41.08091137,72.3044058
250,37.22567189,0.089286358,2,14.38390703,0.026001635,64.4745705,58.31533615,1.016676228,0.120665092,0.080758427,1.593620901,0.924665429,1.534588346,16.85361629,4.115384482
251,6.395668538,0.014351599,3,69.50105903,0.011345322,88.60137859,7.788494402,1.855608985,1.272941356,1.460895507,0.582342426,1.098887597,0.407366563,52.64829598,90.54930213
252,13.46332783,0.010168523,5,58.11815674,0.012069855,6.30031578,22.12517159,0.70672375,1.002570005,0.776294107,0.402765616,1.12018923,0.886831198,17.70865639,83.70778398
253,60.47442187,0.284361794,1,64.85217241,0.017180082,61.67221537,86.16895544,1.326172559,0.962117951,0.028646668,1.419389995,0.267550128,0.848362715,91.0096911,26.25826561
254,77.35637231,0.025077899,4,90.24897737,0.157322452,41.6546596,19.45965768,0.887133622,0.807494523,1.384820025,1.20972143,1.703144935,0.28797152,83.11787149,34.92580366
255,21.0272381,0.064427373,5,70.02410589,0.028340573,54.62577592,52.29349326,0.082447373,1.468680151,0.819620443,1.492658128,1.255728019,1.068348053,24.40515675,18.71317892
256,27.52499066,0.017875945,3,83.78414839,0.027552809,69.71715444,11.64179714,0.663538628,1.150371887,1.519714187,0.403114129,1.709449382,0.315019206,62.87374773,88.56520122
257,99.73364853,0.100548453,2,59.6623045,0.010712382,33.20409504,64.57656511,0.434534936,0.438394501,0.899128185,0.74898549,0.812219215,0.649642414,67.30956586,35.76188022
258,75.64628796,0.025450326,2,40.61192599,0.018841544,58.65044336,16.64132368,0.555110218,0.241468408,0.617292193,1.559247938,1.353343687,0.090379242,1.784617313,19.52116955
259,78.31990633,0.026260807,2,57.63042665,0.010589352,54.43284014,79.20851036,0.558208898,0.857732497,0.370504749,1.545931586,1.715458673,1.534740835,56.96960591,9.697770544
260,89.86194003,0.010021417,5,54.26665848,0.037198713,14.79310085,33.17303513,0.236239563,1.045276727,0.128332184,1.377658512,1.148106654,1.767913983,61.85424994,21.78901555
261,79.94672268,0.012066644,6,92.71430323,0.092634031,12.7790938,2.788883235,1.043267625,0.23778495,0.76413861,1.023711555,1.570729072,1.242911482,39.57337788,34.06980849
262,63.82580333,0.010190512,1,15.07463547,0.016301401,70.13463819,35.66581161,1.682686488,0.768425614,1.454893045,1.577617772,1.498321687,0.630896618,37.00078123,6.135607445
263,43.24921194,0.038068422,4,40.02336979,0.014766591,46.52404942,39.41325516,0.792686625,0.852911744,0.465055353,0.17335419,1.839705948,1.428296068,21.97776853,76.9548225
264,50.17185356,0.021567234,2,74.92500324,0.016717776,55.1653949,20.01488922,1.000180843,1.507967142,0.071732305,0.060378804,0.872600392,1.045452628,67.75098185,87.59009511
265,24.92751413,0.032421991,6,20.0318624,0.021278101,81.59622355,64.94957136,0.229712132,1.507213477,0.607157968,0.315004885,0.746198972,0.028587022,27.65167214,41.67781951
266,93.88783547,0.058919495,3,8.951146432,0.011746852,53.64666587,72.01408217,1.399291403,0.848738328,0.16416137,1.529836496,0.064831181,1.476158218,1.536664185,80.34592529
267,87.19305191,0.031911906,1,18.39331547,0.164434942,69.91887094,22.80595698,0.040376877,0.734230163,0.024660588,1.253238934,0.666767887,0.038503888,78.5023878,11.22180258
268,1.353553391,0.011505289,2,49.34582684,0.017785161,75.52448622,67.46946493,0.895306817,1.158273252,0.879321366,0.952775472,1.026922127,1.052659718,12.72065714,74.96608652
269,50.07726665,0.028882996,6,52.91206938,0.01542407,24.35872828,45.90434315,0.35396037,0.867960749,0.884016103,1.173100954,0.416061039,1.340420227,83.522459,67.67520079
270,52.92600784,0.017133478,4,88.37780036,0.012241894,45.01337797,41.40590291,0.025719369,1.209378254,1.648276778,0.688183374,0.319219341,1.492450194,74.2471765,36.96176982
271,99.2677096,0.021765319,3,98.14414099,0.022114794,51.21065197,58.62105605,0.616037231,1.439599637,1.680518793,0.580820109,1.786163798,1.321752492,32.06905794,78.77124171
272,38.49784613,0.027583107,6,59.05947558,0.03260486,20.26492396,24.98884425,0.688375587,0.214866429,0.470369539,0.283643127,1.52324197,1.396647389,89.70500964,11.49835023
273,32.87265903,0.017409841,1,24.79538105,0.233009511,81.7500836,24.96429377,0.819171171,0.818345701,0.960140916,0.473606259,0.04627258,0.459539359,20.73137539,6.594677495
274,9.705572145,0.019953589,3,79.97695179,0.012421047,33.32986619,56.97739885,1.681000777,0.508628455,1.137404299,0.069195163,0.34993606,1.281686361,60.57220675,20.32867149
275,46.95768766,0.06943038,1,89.65136833,0.034285138,60.67201052,56.96757994,0.417310783,1.245061345,1.719056828,1.012401853,0.250534816,0.045207393,60.08514125,37.21478287
276,3.823012492,0.063566524,3,10.88301785,0.137974103,42.38957874,49.04188875,1.836211696,1.120485633,0.962347644,1.40325518,0.9952786,0.084458478,57.46716513,77.32821336
277,48.05552987,0.026201297,2,84.50054762,0.116136994,41.31550991,71.40345989,1.678310739,0.274483612,1.498609224,0.631530996,1.678240943,0.81978621,67.45589957,59.29859474
278,48.30760154,0.065802837,4,47.90797612,0.016301401,2.981120177,75.70019581,1.843402274,0.474764007,0.43101197,1.393576187,0.297051065,0.810790019,41.84573969,15.44934447
279,30.7477344,0.014528485,5,26.18889167,0.012364141,85.98878272,78.57119022,0.56149651,1.450065888,0.599596763,0.359301855,1.589732304,1.422856552,47.48523769,68.15873947
280,43.31919865,0.115951875,1,93.74737833,0.018640784,52.10418107,19.1583067,1.04969399,1.025852466,0.503095259,1.735855807,0.942883308,1.762315326,24.29014325,86.57241678
281,51.68969461,0.067347494,1,62.18290486,0.035535291,87.75344908,64.39666038,1.255687612,1.474493162,0.931518616,1.283342751,0.623321816,1.575672956,3.896922221,81.96103723
282,31.08542859,0.026689378,4,85.37473506,0.02405802,73.61184848,37.85410536,1.043877274,0.642859548,0.529391119,1.224652576,1.399089058,0.704195112,88.72018294,23.19421764
283,3.094027127,0.017785593,3,66.5273384,0.029747375,50.89766563,50.27707284,1.174382329,0.03067938,0.697418429,1.693178013,0.629492626,0.525128235,3.181260894,66.9772284
284,8.405598463,0.019320449,4,63.89799351,0.207895354,6.489304349,88.02187974,1.80808261,0.029113918,1.671694421,0.789240619,0.764874901,0.155326177,12.68273339,75.78951387
285,95.78290469,0.02229744,2,13.31283725,0.016017625,58.56035039,85.5917741,0.455356584,0.146294893,0.508797546,0.187345407,0.346666969,1.851078252,35.62367776,48.45131642
286,14.62044242,0.012553173,2,18.48186628,0.01465807,48.94203679,68.77998391,1.771644087,1.706607401,1.748421574,0.321851137,1.838920202,0.583324315,73.68029853,5.75780916
287,41.59902481,0.361154052,6,17.64059532,0.015880706,33.88693417,86.3733157,0.990111318,1.605704487,1.019345872,1.814390841,1.753720579,0.777167691,47.41038858,81.20124531
288,49.15700641,0.013995699,2,69.53850834,0.02211861,40.30962111,88.88280226,1.36675467,0.715786468,0.257607776,0.886676785,1.506544627,0.883873946,40.59028415,48.31239613
289,74.66807484,0.019611969,4,15.03296145,0.06974879,76.42587821,18.38911288,1.095897592,0.871173173,0.275960278,1.426349174,0.948931343,1.569809151,15.95798383,13.50758978
290,60.71638481,0.016675021,5,91.09183733,0.010278677,45.03207576,20.4849339,0.158286976,0.362054085,1.738644916,1.716229222,0.163588189,0.452537162,59.56319682,60.58939422
291,55.13608851,0.016169163,4,63.23889417,0.103861146,28.45899499,14.13619731,0.03677571,1.196687603,0.409587848,1.668323949,1.553060865,0.854588751,26.14850426,8.405001057
292,38.06095694,0.010107682,5,59.15400288,0.019624514,63.2206975,11.96675574,0.75400897,1.484335108,0.250107048,0.762585582,0.659306979,1.301898035,48.41535404,29.11232518
293,49.90732759,0.018344026,5,56.65155634,0.014076303,1.811845072,75.13747612,0.348888156,0.145597854,1.118168509,1.249686532,1.633246111,1.256789087,59.75376463,85.46820465
294,4.675467176,0.032098381,6,91.56483122,0.01982831,42.74738087,50.29039519,0.63443321,1.233127934,0.87969227,0.207157452,0.427441227,1.590956338,16.97817583,24.08167747
295,24.7999697,0.01342303,4,56.53140375,0.015065348,50.27966624,62.35228634,0.508775484,0.030883655,1.319472312,0.740108198,0.227411196,0.072950316,17.47221594,32.84370237
296,99.0665369,0.021585798,5,67.00363843,0.01234041,55.09293733,49.20418955,0.259356883,0.94095203,1.044501688,1.384008399,0.723914552,0.856505993,37.71271829,8.19665605
297,21.56881434,0.028342097,4,42.43945744,0.051469188,61.46882606,28.60795586,1.698217249,0.380569341,0.305048878,1.005261973,1.619398843,1.682787224,83.76345502,56.41613304
298,46.84603599,0.014432544,6,89.75017984,0.041969501,71.34184682,74.16696627,0.087483251,0.33554147,0.239375433,0.071578556,0.20096707,1.285423355,85.0149919,90.11625654
299,4.155388551,0.048020129,6,16.34472455,0.015964894,63.63418366,29.6144631,0.342107482,1.400884497,1.498180344,0.763119644,1.112231743,1.0182138,14.23146447,29.22192702
300,46.15335689,0.024112551,2,22.3801852,0.010901797,22.85670554,82.24767793,0.977643276,1.139189772,0.804725104,0.649534547,0.603046235,0.804064955,59.28501662,12.58925296
301,66.19472681,0.609633603,6,7.174205796,0.019821426,88.53184356,67.60905471,1.105846992,0.533171861,0.748277279,0.858627517,0.235478531,1.205689707,64.99972164,20.31101176
302,63.37756588,0.146613089,4,66.84658737,0.010921231,89.36097295,61.13504751,1.431074205,0.224133153,0.850933141,0.09819868,0.923435886,1.790231685,24.20447506,26.58999054
303,86.96988998,0.016051811,1,51.09665475,0.022191564,61.08851977,46.59662624,1.778368174,1.380397105,1.803705186,1.834895541,0.326704517,0.49305857,26.72028588,33.87434325
304,78.43960772,0.019549873,2,57.34785791,0.019937618,78.61861696,56.52187516,0.873744668,1.346653514,1.791945725,0.020767573,0.802162781,0.866157602,61.07272872,45.29240685
305,34.15315648,0.025085493,2,32.89376957,0.014165015,36.53823211,31.74623756,0.991318512,0.612576301,0.383353662,1.48724834,0.300407286,0.291479344,32.44119681,28.83300105
306,70.53981347,0.029205199,6,26.62477879,0.013980025,62.45728492,15.52666668,0.047125772,1.303565004,1.597730344,1.602646609,0.567153899,1.365483699,77.02908112,75.73557192
307,85.37876559,0.126691515,5,50.83815489,0.014288447,13.85985978,40.42934021,0.338099697,1.798876572,0.137994558,1.630063815,0.816463757,1.344190271,69.63455496,43.19841245
308,16.46275014,0.084988936,3,63.23889417,0.014973187,2.014926827,89.29624246,1.497917059,0.094511865,1.316869272,0.591946973,0.115902199,0.633188011,48.72005991,34.94341282
309,44.16750753,0.024448042,6,12.36434682,0.024585893,61.20361017,4.852565506,1.097344682,0.976149573,0.99094183,1.797005221,0.649639056,1.183880079,29.38799503,77.24026586
310,75.20800866,0.012009595,3,10.14543898,0.010643186,50.23737363,32.03394236,1.65343392,0.732087733,0.709137231,0.218251199,0.624785822,0.215200203,9.059543997,47.41825637
311,63.05793357,0.01092608,6,52.93132472,0.010907491,32.23382695,35.05530773,0.1127093,1.65988544,0.185804704,0.990934712,1.257497174,0.702340357,79.61995719,4.024925882
312,76.58895817,0.016115421,3,57.49801657,0.010533197,22.13536216,18.93581366,1.289150425,0.560569525,0.416570862,0.917984045,0.080924692,0.088792981,20.18751985,70.7245926
313,73.98662908,0.018351037,5,87.99956274,0.038921672,81.34769147,28.63592595,0.750993846,1.126391214,1.727599301,0.243748801,0.660508215,0.599158743,11.73714027,10.93240142
